epoch,train_loss,epoch_sec,HR@10,NDCG@10,MRR@10,Recall@10
1,5.9253373162737075,203.2812057211995,0.026346800122204927,0.01298271432764415,0.008954365627809345,0.026346800122204927
2,5.805948554922382,203.3282398050651,0.02658684551260602,0.013085616452768562,0.009029580427444768,0.02658684551260602
3,5.800859725794453,203.43786624912173,0.0265286526906906,0.013119255129517891,0.009086188534120514,0.0265286526906906
4,5.796762617214474,203.80478092469275,0.026623216026303156,0.013185198085876681,0.009135681298235674,0.026623216026303156
5,5.793913496172182,204.0179743980989,0.02651410448521175,0.013102277127324256,0.00906828327249644,0.02651410448521175
6,5.791395431450614,204.07162499707192,0.026717779361915706,0.013127510340020253,0.009036444640267914,0.026717779361915706
