model,HR@10,NDCG@10,MRR@10,train_total_sec,test_eval_sec
sasrec_base_id_only,0.02288432721823763,0.011223335112472225,0.00771772197732742,1918.4896235121414,48.76652740780264
sasrec_structured,0.022338769512780597,0.0109354325501593,0.00752162717752573,1966.953739718534,49.77592590358108
